,date_MES,date_fin,event,zone_corro
4616,2007-08-27,2018-12-31,0,0
16054,1995-08-31,2018-12-31,0,0
4730,2006-09-14,2018-12-31,0,1
3337,1993-07-21,2018-12-31,0,0
4972,1994-06-07,2011-12-14,1,1
2888,1998-10-18,2018-12-31,0,0
16001,2000-05-15,2018-12-31,0,0
19956,2005-06-03,2016-06-20,1,1
7023,2007-06-17,2018-12-31,0,0
5087,2003-07-11,2018-12-31,0,0
6585,2002-09-29,2018-12-31,0,0
14241,2005-11-08,2018-12-31,0,0
19059,2009-01-22,2018-12-31,0,0
14603,1991-01-01,2014-09-12,1,0
10140,2007-04-07,2018-12-31,0,1
8480,2001-03-08,2018-12-31,0,1
485,1994-01-29,2018-12-31,0,0
8274,2003-12-22,2018-12-31,0,1
14874,1997-10-30,2018-12-31,0,0
11872,1994-06-27,2010-01-26,1,0
18475,2003-11-11,2014-05-12,1,0
13744,2005-10-22,2018-12-31,0,0
8310,2005-03-24,2018-12-31,0,0
17977,1995-12-07,2018-12-31,0,0
1081,1996-07-03,2018-12-31,0,0
5191,2002-03-27,2018-12-31,0,0
10781,2001-04-26,2018-12-31,0,0
14924,2006-11-29,2018-12-31,0,0
178,1996-08-08,2018-12-31,0,0
13777,1999-02-03,2018-12-31,0,0
9444,2003-05-26,2018-12-31,0,1
14897,2006-04-23,2018-12-31,0,0
6408,2006-12-13,2018-12-31,0,0
16271,1995-07-31,2018-12-31,0,0
10779,2004-06-15,2018-12-31,0,0
17517,2004-06-17,2018-12-31,0,0
6437,1994-02-15,2017-04-08,1,1
19242,1985-04-09,2018-12-31,0,0
5077,1998-09-16,2017-03-06,1,0
7770,2004-02-08,2018-12-31,0,0
10893,2001-07-14,2018-12-31,0,0
2402,2007-11-28,2018-12-31,0,0
13164,2006-04-02,2018-12-31,0,0
12834,2001-08-22,2018-12-31,0,0
9777,2001-12-27,2010-03-02,1,1
10450,1995-11-21,2018-12-31,0,0
13687,1990-11-28,2014-11-21,1,0
19702,1998-07-29,2018-12-31,0,1
15719,1980-08-04,2018-12-31,0,0
8061,1996-10-21,2018-12-31,0,0
3446,2009-04-22,2018-12-31,0,0
383,2004-05-25,2018-12-31,0,1
9849,2003-05-27,2018-07-09,1,1
13803,2003-10-25,2018-12-31,0,1
16366,2000-08-19,2018-12-31,0,0
14181,2004-02-15,2018-12-31,0,0
2995,1988-04-20,2010-03-27,1,1
13373,2006-11-20,2018-12-31,0,0
18922,1999-09-09,2018-12-31,0,0
8688,2007-05-16,2018-12-31,0,0
7602,2002-10-09,2018-12-31,0,0
243,2008-10-21,2018-12-31,0,1
17339,1994-04-03,2011-11-24,1,1
4180,1984-07-24,2018-12-31,0,1
12224,2000-04-29,2013-07-04,1,1
13163,1998-02-17,2018-12-31,0,1
6859,2005-11-23,2018-12-31,0,1
3912,2003-06-27,2018-12-31,0,0
17164,2000-07-25,2018-12-31,0,1
5382,1996-12-06,2018-12-31,0,0
17883,1997-02-11,2018-12-31,0,1
4957,1984-06-22,2018-12-31,0,0
2665,2002-02-08,2018-12-31,0,0
2767,2004-08-13,2018-12-31,0,1
1464,2008-01-10,2017-01-14,1,0
12452,2005-01-13,2018-12-31,0,0
7177,2005-08-24,2018-12-31,0,0
8961,1998-09-18,2018-12-31,0,0
19016,2000-03-03,2018-12-31,0,0
5248,2002-07-29,2018-06-01,1,1
18705,2001-09-22,2011-09-26,1,1
17591,2008-06-01,2018-12-31,0,0
611,2004-12-14,2011-04-22,1,0
5263,2006-04-13,2018-12-31,0,1
1524,1984-11-24,2016-01-19,1,0
14409,2004-10-26,2015-09-21,1,0
4901,2002-02-16,2018-12-31,0,0
2010,1998-09-13,2018-12-31,0,0
18537,2006-09-26,2018-12-31,0,1
4007,1999-02-27,2018-12-31,0,0
13727,2008-12-08,2018-12-31,0,0
2868,1999-05-20,2018-12-31,0,0
6868,2000-05-11,2018-12-31,0,1
15279,1989-08-02,2013-08-31,1,0
8159,2002-10-10,2018-12-31,0,0
7124,2006-12-19,2018-12-31,0,0
1466,2002-11-05,2018-12-31,0,0
526,2005-07-13,2018-12-31,0,1
11542,2007-04-19,2018-12-31,0,0
5113,1994-06-02,2018-01-08,1,0
17359,1989-12-24,2012-03-29,1,1
12150,1997-02-17,2018-12-31,0,0
8102,2002-08-28,2011-03-15,1,1
19869,1991-11-14,2018-12-31,0,0
19636,2002-12-16,2018-12-31,0,0
15934,2004-12-16,2018-12-31,0,0
14400,2008-08-05,2018-12-31,0,0
1735,2004-08-23,2018-12-31,0,0
5274,1998-07-28,2013-10-27,1,1
15911,2003-02-04,2018-12-31,0,0
16933,2005-01-16,2016-12-17,1,0
19972,2004-11-07,2018-12-31,0,1
6443,1998-12-06,2018-12-31,0,0
19800,2002-03-26,2018-12-31,0,0
15,1999-06-21,2018-12-31,0,1
16607,1993-10-17,2013-02-16,1,1
5170,2001-07-25,2018-12-31,0,0
19494,1995-01-18,2011-08-26,1,1
140,1994-08-06,2015-12-31,1,1
13533,2002-07-19,2013-06-13,1,0
6088,2000-12-25,2012-09-25,1,0
6579,2003-03-27,2018-12-31,0,0
12274,2004-11-15,2018-12-31,0,0
14511,1994-06-27,2010-04-28,1,0
15878,1985-03-11,2013-06-19,1,0
2182,2000-07-26,2015-03-16,1,1
3207,2000-01-31,2011-02-05,1,1
7477,1994-11-16,2018-12-31,0,0
6053,2009-05-20,2018-12-31,0,0
2925,1992-02-24,2013-10-25,1,0
1179,1992-08-08,2014-11-07,1,0
14706,2009-12-25,2018-12-31,0,1
9239,2008-06-12,2018-12-31,0,1
1883,2006-12-27,2018-12-31,0,0
17654,1999-07-22,2018-12-31,0,1
11425,2009-02-15,2018-12-31,0,1
3483,2007-09-30,2018-12-31,0,0
2885,1986-01-15,2011-11-05,1,0
14588,2007-12-08,2018-12-31,0,1
9562,2007-02-07,2018-12-31,0,0
3206,2008-12-04,2018-12-31,0,0
18976,2008-03-29,2018-12-31,0,0
6662,2001-04-24,2018-12-31,0,0
12319,1991-07-27,2017-10-08,1,0
2300,1995-02-01,2016-11-25,1,1
13046,2004-01-15,2012-05-20,1,1
11233,2002-10-26,2018-12-31,0,0
10342,1996-05-29,2018-12-31,0,0
4610,2007-07-23,2018-12-31,0,0
15072,2002-05-25,2018-12-31,0,1
9692,1999-10-10,2018-12-31,0,1
10153,1999-07-17,2015-10-10,1,1
11314,2001-02-16,2018-12-31,0,0
8139,2007-10-21,2017-01-12,1,1
2557,1987-05-08,2018-12-31,0,0
9678,2004-10-09,2018-12-31,0,0
6193,2005-03-22,2018-12-31,0,0
251,2007-01-21,2018-12-31,0,0
781,1991-09-03,2018-12-31,0,0
1870,2005-02-15,2016-05-23,1,1
17161,2007-05-09,2018-12-31,0,0
17446,2003-12-05,2018-12-31,0,0
12343,1998-08-21,2018-12-31,0,0
1440,2003-01-25,2018-12-31,0,0
8537,1992-12-01,2018-12-31,0,0
13153,1997-03-06,2018-12-31,0,0
4533,2008-10-07,2018-12-31,0,0
14259,2005-06-28,2018-12-31,0,0
15874,2003-05-10,2018-12-31,0,0
12716,2008-10-11,2018-12-31,0,0
6015,1999-12-23,2018-12-31,0,0
14183,2003-07-25,2018-12-31,0,0
9027,1995-01-25,2018-12-31,0,0
8909,2007-02-17,2015-09-29,1,0
11267,2002-05-20,2018-12-31,0,0
19014,2002-05-22,2018-12-31,0,1
756,1986-11-03,2018-12-31,0,0
11526,2008-02-27,2018-12-31,0,1
14774,2004-10-10,2018-12-31,0,0
9633,1998-10-27,2013-09-07,1,1
2047,2008-04-08,2018-12-31,0,0
12825,1988-11-13,2018-12-31,0,0
14120,2008-02-28,2018-12-31,0,0
18192,2003-12-05,2018-12-31,0,0
11322,2007-01-09,2018-12-31,0,1
15862,2004-04-21,2018-12-31,0,0
9718,2008-09-13,2018-12-31,0,0
9209,2004-09-18,2018-12-31,0,0
16896,2001-11-13,2018-12-31,0,1
15618,2008-08-24,2018-12-31,0,0
5107,2002-07-15,2018-12-31,0,0
1511,2001-08-03,2018-12-31,0,0
3746,1997-08-05,2011-08-01,1,1
14528,2006-07-31,2018-12-31,0,1
5502,2001-03-12,2018-12-31,0,1
3095,2001-06-22,2015-08-13,1,0
8307,1999-08-09,2018-12-31,0,1
5722,2008-04-26,2018-12-31,0,1
8120,2004-01-09,2018-12-31,0,0
16148,2007-02-27,2018-12-31,0,0
11706,2007-04-23,2018-12-31,0,0
19211,2006-05-09,2018-12-31,0,1
19605,2005-03-31,2018-12-31,0,0
18188,1989-02-16,2018-12-31,0,0
8591,1995-01-08,2016-01-17,1,1
11208,2005-04-26,2018-12-31,0,0
15349,2004-10-22,2015-05-02,1,1
1895,1992-05-25,2018-12-31,0,1
13502,2000-02-09,2018-12-31,0,0
11984,2009-11-18,2018-12-31,0,0
438,2000-07-21,2018-12-31,0,1
17087,2000-04-09,2018-12-31,0,0
92,1996-05-08,2014-07-10,1,1
3339,1996-07-30,2018-12-31,0,0
6950,2001-08-24,2018-12-31,0,1
8289,2004-01-16,2014-08-01,1,0
13480,1999-12-07,2018-12-31,0,0
9224,2003-02-11,2018-12-31,0,0
6982,1997-07-04,2018-12-31,0,1
714,2003-03-09,2018-12-31,0,0
978,1992-05-01,2018-12-31,0,0
12742,2004-04-25,2018-12-31,0,0
16165,1998-04-23,2018-12-31,0,0
15697,2003-03-20,2018-12-31,0,0
4948,2005-11-09,2018-12-31,0,1
7555,1998-06-23,2016-04-25,1,1
17267,2003-07-16,2018-12-31,0,0
10465,2007-03-27,2018-12-31,0,1
10088,2003-05-05,2018-12-31,0,0
8865,2006-05-28,2018-12-31,0,0
599,2002-07-31,2018-12-31,0,1
15595,1999-02-17,2018-12-31,0,0
2926,2008-01-17,2018-12-31,0,0
2336,2003-03-25,2013-08-12,1,1
4647,2003-11-13,2016-07-21,1,1
10535,2008-06-05,2016-09-04,1,1
10788,2002-11-28,2012-11-22,1,0
3643,2001-09-23,2018-12-31,0,0
17920,2006-12-26,2018-12-31,0,0
19158,1986-10-25,2018-12-31,0,1
18236,1996-10-17,2018-12-31,0,0
15661,2003-05-19,2018-12-31,0,0
3299,1993-07-05,2012-08-02,1,1
17625,1980-05-29,2018-12-31,0,0
6448,2009-11-25,2018-12-31,0,1
18935,1988-11-12,2012-02-13,1,1
8713,2008-11-04,2018-12-31,0,0
6543,2005-08-25,2017-11-14,1,1
10122,1997-10-17,2012-12-17,1,0
9760,2006-03-01,2018-12-31,0,0
19318,2004-09-13,2018-12-31,0,0
18934,1998-11-14,2016-11-21,1,1
6411,1999-12-27,2018-12-31,0,0
14526,2008-03-20,2018-01-06,1,1
13383,2001-04-22,2013-04-30,1,0
5456,1992-08-09,2013-01-11,1,1
13879,1996-01-06,2018-12-31,0,0
17008,2004-07-05,2018-12-31,0,0
9661,2006-04-05,2018-12-31,0,0
2264,2007-07-08,2018-12-31,0,0
8680,1983-07-24,2018-12-31,0,0
1029,2005-09-11,2018-12-31,0,0
466,1997-08-12,2018-12-31,0,0
7068,1999-08-23,2011-01-18,1,1
17877,2008-05-02,2018-12-31,0,0
11607,1997-12-17,2016-08-06,1,0
15158,2004-11-28,2018-12-31,0,0
1463,2001-09-29,2018-12-31,0,0
19273,1990-12-12,2014-01-03,1,1
10118,2001-07-22,2012-10-13,1,0
10772,2004-03-09,2018-12-31,0,0
8339,1999-04-23,2013-11-14,1,0
2452,2004-02-10,2018-12-31,0,0
6582,1992-05-05,2018-12-31,0,0
10948,1997-10-12,2016-08-21,1,0
10112,2002-08-24,2016-11-01,1,0
16404,2000-10-19,2018-12-31,0,0
7987,2003-12-15,2018-12-31,0,0
19472,1996-09-22,2018-12-31,0,0
7281,2000-07-02,2018-12-31,0,1
4764,1999-10-11,2018-12-31,0,0
16341,2004-05-27,2018-12-31,0,0
14862,1999-03-29,2018-12-31,0,0
458,1990-06-29,2011-01-28,1,1
838,2009-01-31,2018-12-31,0,0
2384,2005-03-06,2018-12-31,0,0
4818,2001-11-28,2018-12-31,0,0
18203,2006-10-27,2018-12-31,0,0
2338,1995-10-08,2018-12-31,0,0
2961,1995-08-24,2018-12-31,0,0
9101,2006-09-04,2018-12-31,0,0
8565,1996-01-23,2018-12-31,0,0
12485,2001-01-23,2018-04-07,1,1
3472,2005-05-19,2018-12-31,0,0
17759,2008-07-11,2018-12-31,0,0
16985,2008-03-26,2018-12-31,0,0
2348,1992-11-04,2018-12-31,0,0
15974,2003-06-30,2018-12-31,0,0
15473,2005-08-07,2018-12-31,0,0
108,1993-12-19,2018-12-31,0,0
11581,2005-04-10,2018-12-31,0,1
638,1995-12-18,2018-12-31,0,0
18567,2007-06-26,2018-12-31,0,1
13067,2004-09-11,2018-12-31,0,0
6745,1998-11-11,2018-12-31,0,0
3416,2009-08-13,2018-12-31,0,0
2035,1986-10-11,2012-09-01,1,0
19884,2002-10-13,2018-12-31,0,0
8137,1989-03-08,2018-12-31,0,0
14447,2008-12-08,2018-12-31,0,1
12406,1998-08-22,2010-04-28,1,1
2664,1995-05-31,2018-12-31,0,1
3154,1998-01-01,2018-12-31,0,1
12482,2000-02-08,2018-12-31,0,1
10019,1999-04-18,2018-12-31,0,0
10034,2001-08-09,2018-12-31,0,0
5130,2007-10-18,2018-12-31,0,0
1901,1991-11-30,2018-05-06,1,1
4141,2008-07-27,2017-10-10,1,1
5716,2001-12-25,2017-11-09,1,0
15997,2003-08-26,2018-12-31,0,1
4168,1995-10-05,2018-12-31,0,0
19576,2008-11-28,2018-12-31,0,0
3692,2002-09-02,2018-12-31,0,1
8070,1999-09-28,2018-12-31,0,0
15001,2000-01-15,2018-12-31,0,0
5488,2006-10-30,2014-09-27,1,1
12793,1993-11-18,2018-12-31,0,0
15702,1996-12-05,2010-07-01,1,0
14169,1998-06-23,2018-12-31,0,1
14635,2006-11-13,2011-12-19,1,1
17356,1999-12-22,2018-12-31,0,0
5392,1990-08-11,2018-12-31,0,0
12869,2001-09-14,2013-05-22,1,0
12515,2007-05-08,2018-12-31,0,0
6399,1985-08-18,2013-09-15,1,1
9159,1995-01-06,2018-12-31,0,1
6280,1994-10-08,2012-11-08,1,0
372,2009-08-16,2018-12-31,0,0
4198,2007-08-13,2018-12-31,0,0
15529,1999-08-20,2015-08-28,1,0
13350,2001-10-02,2018-12-31,0,1
12423,2003-04-23,2018-12-31,0,0
9841,2000-04-02,2018-12-31,0,0
15159,2003-03-02,2013-09-14,1,0
1484,1999-08-10,2011-02-20,1,1
18898,2000-07-10,2018-12-31,0,0
17827,2008-09-21,2018-12-31,0,1
13778,1998-04-09,2018-12-31,0,0
14785,1987-10-25,2012-07-27,1,1
3833,1994-02-27,2012-02-26,1,0
18754,2001-11-16,2016-03-17,1,1
3151,2005-05-20,2018-12-31,0,1
9910,2002-04-17,2018-12-31,0,0
734,2004-11-29,2018-12-31,0,0
3379,2005-10-11,2018-12-31,0,0
9974,2009-12-09,2014-01-12,1,1
19447,2007-04-23,2018-12-31,0,0
8268,1998-05-22,2018-12-31,0,0
6888,2003-03-04,2018-12-31,0,0
11693,2002-05-14,2018-12-31,0,0
8784,2002-07-15,2018-12-31,0,0
12493,1997-09-24,2014-11-19,1,1
8967,2004-01-04,2018-12-31,0,0
8414,2000-12-30,2018-12-31,0,0
14643,2006-10-21,2018-12-31,0,0
15288,2007-08-04,2011-07-10,1,1
6730,1988-09-24,2011-01-18,1,1
11881,2002-05-14,2017-10-02,1,1
7605,2006-08-25,2018-12-31,0,1
18308,1990-09-25,2018-12-31,0,0
16668,2006-04-20,2018-12-31,0,0
17278,1998-01-15,2018-12-31,0,0
18522,1992-06-25,2018-12-31,0,0
12027,1999-08-07,2018-12-31,0,0
7618,2003-04-16,2018-12-31,0,0
8955,2007-08-28,2018-12-31,0,0
5741,1991-08-27,2013-05-07,1,0
4678,2004-02-01,2018-12-31,0,0
19999,1998-07-07,2018-12-31,0,0
6536,2005-09-23,2018-12-31,0,0
1523,1999-09-21,2018-12-31,0,0
4256,2002-02-03,2018-12-31,0,0
8666,2004-01-13,2016-09-07,1,0
15033,2004-12-18,2018-12-31,0,1
9387,2008-08-31,2018-12-31,0,0
11573,1997-05-31,2016-07-20,1,1
4863,2002-12-04,2018-12-31,0,0
18611,2001-03-23,2018-12-31,0,0
2880,2006-06-25,2018-12-31,0,0
17547,2001-08-10,2018-12-31,0,0
9792,2007-08-22,2018-12-31,0,1
15202,2000-10-02,2018-09-25,1,1
693,2008-07-12,2018-12-31,0,1
1385,1990-06-20,2013-11-04,1,1
1856,2002-07-04,2018-12-31,0,0
5515,1999-06-09,2018-02-25,1,0
7784,1980-08-11,2018-07-19,1,0
19617,2005-05-15,2018-12-31,0,0
8656,1995-10-20,2010-10-02,1,1
7117,2007-09-06,2018-12-31,0,0
10588,2001-04-03,2018-12-31,0,0
12883,2000-06-24,2013-06-30,1,0
7659,1997-05-16,2018-04-16,1,1
3824,1993-12-05,2018-12-31,0,0
8427,2006-09-10,2018-12-31,0,0
16734,2000-12-14,2018-12-31,0,0
18491,1989-09-07,2012-08-20,1,1
7500,2007-08-18,2018-12-31,0,0
1047,2000-01-05,2018-12-31,0,0
14772,2000-07-30,2018-12-31,0,1
12876,1995-02-16,2018-12-31,0,0
17344,2006-05-02,2018-12-31,0,1
1489,1997-01-19,2018-12-31,0,0
6824,1994-09-07,2016-08-30,1,0
1986,2004-05-19,2018-12-31,0,0
19025,1985-12-14,2018-12-31,0,0
19330,1998-06-07,2018-12-31,0,0
18755,1999-07-18,2018-12-31,0,0
1929,1988-11-25,2018-12-31,0,0
17946,2003-09-10,2018-12-31,0,0
16514,2003-06-02,2018-12-31,0,0
16634,1999-12-30,2016-05-28,1,1
3943,2008-01-03,2018-09-28,1,1
6231,2008-03-08,2018-12-31,0,0
16538,2007-06-01,2018-12-31,0,0
315,2005-12-04,2018-12-31,0,1
19672,2005-04-14,2018-12-31,0,0
3651,2007-02-09,2018-12-31,0,0
1054,2003-05-06,2014-10-10,1,0
14019,2002-12-05,2018-12-31,0,1
1321,1998-03-10,2018-12-31,0,0
1072,2008-10-07,2018-12-31,0,0
19878,1988-04-10,2018-12-31,0,1
11922,2008-02-13,2018-12-31,0,0
8684,2002-12-09,2018-12-31,0,0
19562,1982-11-20,2018-12-31,0,0
8763,2005-12-25,2018-12-31,0,1
2282,2007-03-27,2018-12-31,0,0
15514,2008-01-14,2018-12-31,0,0
13746,2005-04-29,2018-12-31,0,1
14898,2003-01-02,2018-12-31,0,0
5880,2004-04-30,2018-12-31,0,0
17338,2006-11-15,2018-12-31,0,1
532,2002-12-13,2018-12-31,0,0
1196,2005-09-07,2018-12-31,0,1
15609,1999-02-12,2018-12-31,0,0
6779,2002-05-30,2018-12-31,0,0
12009,1992-03-17,2018-12-31,0,0
19796,2008-07-11,2018-12-31,0,1
2697,2008-11-09,2018-12-31,0,1
1526,2001-12-18,2018-12-31,0,0
1499,1999-07-25,2018-12-31,0,0
2261,2005-09-08,2018-12-31,0,0
6005,2006-09-19,2018-12-31,0,1
15746,2003-07-09,2018-12-31,0,0
19352,2004-06-19,2018-12-31,0,0
1573,2007-07-06,2018-12-31,0,0
12821,2007-11-01,2018-12-31,0,0
10271,1999-09-05,2010-04-09,1,0
2410,2008-10-07,2018-12-31,0,1
17462,2002-10-22,2018-12-31,0,1
19224,1991-04-11,2011-03-13,1,1
18269,1992-11-10,2018-12-31,0,0
13074,2002-08-15,2018-12-31,0,0
17248,2002-03-03,2018-12-31,0,0
5958,1999-12-22,2018-12-31,0,0
10029,2002-06-04,2018-12-31,0,0
1271,1999-03-17,2011-01-20,1,1
13946,2003-09-27,2018-12-31,0,1
1873,2007-04-15,2018-12-31,0,0
9271,2009-12-01,2018-12-31,0,0
11574,1994-06-24,2011-04-19,1,0
9526,1995-03-19,2012-10-01,1,0
12539,2005-08-24,2018-12-31,0,0
14647,1992-12-20,2018-12-31,0,0
2395,2004-01-02,2018-12-31,0,0
14893,1998-08-07,2018-12-31,0,0
7451,2003-05-24,2018-12-31,0,1
1769,2000-04-13,2018-12-31,0,0
4124,2006-06-07,2018-12-31,0,0
9079,2003-07-06,2018-12-31,0,0
11093,2008-01-02,2018-12-31,0,0
16850,2008-01-19,2018-12-31,0,0
17157,1996-06-17,2011-10-25,1,1
7340,2001-05-14,2018-12-31,0,0
3400,1999-10-08,2015-01-01,1,1
3541,2006-03-09,2018-12-31,0,0
13276,2005-01-17,2018-12-31,0,0
9539,2005-03-27,2018-12-31,0,1
3993,2003-10-08,2018-12-31,0,1
913,2006-02-03,2018-12-31,0,0
3769,2005-12-29,2018-12-31,0,0
9250,1998-04-24,2018-12-31,0,0
19624,2000-03-21,2010-05-30,1,1
19467,2007-11-27,2018-12-31,0,1
2549,2009-07-07,2018-12-31,0,0
10912,1993-08-04,2018-12-31,0,0
5406,1999-02-27,2018-12-31,0,1
11637,2005-11-05,2018-12-31,0,0
15959,2003-12-28,2018-12-31,0,0
2513,1994-07-07,2018-12-31,0,0
19669,2007-11-08,2018-12-31,0,0
11925,1998-01-08,2018-12-31,0,1
4270,2004-03-29,2018-12-31,0,0
5934,2006-01-19,2014-05-01,1,0
1548,2004-12-06,2018-12-31,0,0
17182,1993-08-14,2012-04-16,1,0
14267,1993-07-26,2018-12-31,0,0
6830,1996-05-18,2018-12-31,0,0
6696,2006-01-30,2018-12-31,0,0
3547,1998-07-18,2018-12-31,0,0
14291,2005-11-10,2018-12-31,0,0
15084,2007-02-13,2018-12-31,0,0
2157,2003-02-23,2018-12-31,0,1
877,1992-04-01,2018-12-31,0,1
3381,2005-07-15,2013-07-06,1,0
1606,2000-08-09,2018-12-31,0,1
1857,1998-09-25,2018-12-31,0,0
3508,2009-05-10,2018-12-31,0,0
16358,1994-07-16,2018-12-31,0,0
3705,2005-02-02,2018-12-31,0,0
13903,2005-06-17,2018-12-31,0,0
5436,2006-10-11,2018-12-31,0,0
6952,2005-12-13,2018-12-31,0,1
7892,2007-04-26,2018-12-31,0,0
9829,2005-10-30,2018-12-31,0,1
5142,2000-09-21,2018-12-31,0,0
13360,1988-03-05,2018-12-31,0,0
15244,2002-11-11,2018-12-31,0,0
2102,2002-02-21,2018-12-31,0,1
1210,1999-10-04,2013-02-02,1,0
16744,2004-06-06,2018-12-31,0,0
6158,2007-02-13,2018-12-31,0,1
14389,2007-09-08,2018-12-31,0,1
5855,2009-04-13,2018-12-31,0,0
2639,2004-08-17,2012-12-06,1,0
12887,2000-04-22,2018-12-31,0,1
19739,2006-03-24,2018-12-31,0,0
13015,1994-04-02,2018-12-31,0,0
1664,2002-10-09,2015-03-29,1,1
11528,2005-10-05,2018-12-31,0,0
12199,1999-06-05,2018-12-31,0,0
13353,1998-01-08,2018-12-31,0,1
4018,1998-11-09,2011-07-27,1,1
2560,2008-02-28,2018-12-31,0,0
17563,1992-01-06,2018-12-31,0,1
764,2003-12-22,2018-12-31,0,0
10546,2008-08-29,2018-12-31,0,1
8196,1988-09-26,2018-12-31,0,0
16027,1997-01-27,2018-12-31,0,0
576,2008-02-08,2018-12-31,0,1
7169,2001-08-04,2018-12-31,0,1
12261,2000-01-10,2018-12-31,0,0
18055,2000-01-11,2018-12-31,0,0
8682,2002-12-01,2018-12-31,0,0
737,2005-03-09,2018-12-31,0,0
4722,2008-05-29,2018-12-31,0,0
8843,1999-01-03,2018-12-31,0,1
8477,1980-08-28,2011-03-30,1,1
18302,2007-04-13,2018-12-31,0,0
398,2003-08-01,2010-04-04,1,1
14226,2006-12-24,2018-12-31,0,0
12275,2006-04-28,2018-12-31,0,0
2036,2008-03-11,2016-10-11,1,1
3673,2005-05-30,2018-12-31,0,0
5868,2003-03-10,2018-12-31,0,1
2197,2009-11-12,2018-12-31,0,0
11378,2009-11-21,2018-12-31,0,0
518,2005-01-31,2018-12-31,0,0
7459,2003-10-26,2018-12-31,0,0
15409,2004-03-27,2018-12-31,0,0
6313,1986-02-02,2018-12-31,0,0
4517,1999-05-05,2018-12-31,0,1
15265,2009-08-04,2018-12-31,0,0
15456,2001-11-13,2018-12-31,0,0
18208,1986-12-17,2018-09-10,1,0
10017,2007-03-15,2018-12-31,0,0
4963,1995-10-06,2018-12-31,0,0
8587,1994-10-08,2018-12-31,0,0
17851,1994-06-16,2018-12-31,0,0
3486,1998-05-20,2018-12-31,0,0
17261,2009-12-19,2018-12-31,0,1
1274,2005-09-12,2018-12-31,0,1
7160,1985-10-26,2018-12-31,0,1
2805,2002-05-20,2018-12-31,0,0
12629,2002-08-13,2018-12-31,0,0
6388,1993-11-15,2018-12-31,0,1
16349,2000-12-05,2018-12-31,0,0
1532,1998-11-06,2018-12-31,0,0
16277,2008-06-27,2015-01-05,1,1
18063,2003-02-24,2018-12-31,0,0
13565,2003-01-16,2018-12-31,0,1
19319,2008-12-28,2017-06-22,1,1
16616,2006-05-19,2018-12-31,0,1
16378,2001-03-23,2018-12-31,0,0
14052,1999-12-28,2018-12-31,0,0
11783,2003-03-02,2018-12-31,0,1
16109,2002-01-11,2018-12-31,0,1
16004,2007-07-07,2018-12-31,0,1
188,2007-04-06,2018-12-31,0,0
6038,1984-03-19,2018-12-31,0,0
6432,1993-04-28,2015-06-29,1,1
12138,2001-11-30,2018-12-31,0,1
13618,2007-02-10,2018-12-31,0,0
11571,1997-08-09,2018-12-31,0,0
16321,1994-03-10,2018-02-13,1,1
9702,2008-05-24,2018-12-31,0,1
3674,1996-05-25,2018-12-31,0,0
10119,2000-05-22,2018-12-31,0,0
5381,2004-03-16,2018-12-31,0,0
15100,1999-12-15,2018-12-31,0,0
149,2003-11-05,2013-02-19,1,1
14863,2007-12-02,2018-12-31,0,0
7585,1996-11-05,2014-07-28,1,0
3662,2006-05-25,2018-12-31,0,0
107,1999-10-29,2014-02-28,1,0
18601,2008-09-21,2018-12-31,0,1
17681,2005-05-21,2018-12-31,0,0
959,2005-12-06,2018-12-31,0,0
13018,2002-09-03,2018-12-31,0,1
6910,2007-07-17,2018-12-31,0,0
15842,2006-09-26,2018-12-31,0,0
878,1998-05-02,2018-12-31,0,1
12476,2003-04-08,2017-08-12,1,1
17813,1999-12-13,2018-12-31,0,0
6033,1997-03-02,2018-12-31,0,0
17610,2000-07-06,2018-12-31,0,0
7599,1994-12-31,2018-12-31,0,0
19839,1997-01-30,2012-04-03,1,1
16897,1998-03-27,2018-12-31,0,1
283,1998-10-23,2013-12-15,1,0
16867,2005-04-24,2016-01-14,1,0
4351,1996-10-20,2011-05-28,1,1
12213,2005-03-30,2018-12-31,0,1
7782,2000-01-08,2018-12-31,0,0
19596,1995-12-14,2018-12-31,0,0
826,2000-05-24,2018-12-31,0,0
16570,1987-09-19,2018-12-31,0,0
8259,1994-08-10,2016-11-04,1,1
728,2003-06-12,2018-12-31,0,1
19084,1990-09-06,2018-06-29,1,1
2268,2006-06-22,2018-12-31,0,0
17523,1996-01-01,2018-12-31,0,0
17316,2005-08-13,2018-12-31,0,0
19853,2002-08-07,2012-06-27,1,1
4597,2002-12-24,2012-03-28,1,0
19483,1988-12-14,2018-12-31,0,0
11410,2002-03-30,2018-12-31,0,0
19865,2000-07-23,2014-10-28,1,0
4372,2006-06-20,2018-12-31,0,0
10980,1999-02-02,2012-02-09,1,1
11271,2006-08-19,2018-12-31,0,1
12345,1992-08-25,2015-06-13,1,0
8197,2007-02-19,2018-12-31,0,0
559,1994-09-26,2012-05-26,1,1
984,2000-12-18,2018-12-31,0,0
16940,1997-12-10,2017-02-16,1,1
7976,2009-01-04,2018-12-31,0,0
7306,2003-10-12,2018-12-31,0,1
18155,1988-07-23,2018-12-31,0,0
13463,2002-02-22,2018-12-31,0,0
19982,2005-01-31,2018-12-31,0,0
8285,2008-08-20,2018-05-22,1,0
13141,2000-06-06,2018-12-31,0,1
19219,2006-03-04,2018-12-31,0,0
17230,2004-05-28,2018-12-31,0,1
